con_code,weight
603888.SH,0.126
603883.SH,0.13
603877.SH,0.04
603868.SH,0.074
603866.SH,0.056
603816.SH,0.122
603806.SH,0.065
603799.SH,0.452
603766.SH,0.193
603698.SH,0.078
603658.SH,0.045
603589.SH,0.292
603569.SH,0.037
603568.SH,0.074
603567.SH,0.072
603556.SH,0.126
603528.SH,0.067
603515.SH,0.058
603444.SH,0.153
603377.SH,0.119
603369.SH,0.125
603355.SH,0.118
603328.SH,0.071
603228.SH,0.059
603198.SH,0.114
603188.SH,0.151
603169.SH,0.094
603077.SH,0.205
603025.SH,0.033
603019.SH,0.272
603005.SH,0.08
603001.SH,0.076
603000.SH,0.183
601929.SH,0.189
601928.SH,0.187
601886.SH,0.119
601880.SH,0.23
601811.SH,0.04
601777.SH,0.127
601717.SH,0.174
601699.SH,0.235
601689.SH,0.183
601678.SH,0.166
601311.SH,0.151
601233.SH,0.128
601231.SH,0.257
601168.SH,0.368
601020.SH,0.058
601016.SH,0.153
601012.SH,0.513
601002.SH,0.103
601001.SH,0.11
601000.SH,0.298
600996.SH,0.094
600993.SH,0.165
600978.SH,0.299
600971.SH,0.102
600970.SH,0.229
600967.SH,0.231
600936.SH,0.068
600917.SH,0.04
600894.SH,0.128
600884.SH,0.232
600881.SH,0.207
600880.SH,0.125
600879.SH,0.36
600874.SH,0.213
600872.SH,0.256
600869.SH,0.112
600863.SH,0.219
600862.SH,0.102
600859.SH,0.126
600848.SH,0.164
600839.SH,0.335
600835.SH,0.171
600831.SH,0.091
600826.SH,0.095
600811.SH,0.234
600809.SH,0.226
600808.SH,0.265
600805.SH,0.125
600801.SH,0.116
600790.SH,0.125
600787.SH,0.218
600776.SH,0.081
600773.SH,0.121
600770.SH,0.147
600765.SH,0.161
600759.SH,0.172
600757.SH,0.114
600755.SH,0.266
600754.SH,0.109
600751.SH,0.184
600750.SH,0.157
600748.SH,0.1
600743.SH,0.099
600736.SH,0.127
600729.SH,0.164
600720.SH,0.122
600717.SH,0.262
600699.SH,0.305
600694.SH,0.172
600687.SH,0.192
600673.SH,0.316
600664.SH,0.222
600657.SH,0.11
600655.SH,0.286
600651.SH,0.147
600648.SH,0.174
600645.SH,0.166
600643.SH,0.54
600642.SH,0.431
600640.SH,0.101
600639.SH,0.154
600635.SH,0.264
600633.SH,0.252
600628.SH,0.112
600618.SH,0.06
600614.SH,0.292
600611.SH,0.173
600600.SH,0.306
600597.SH,0.197
600596.SH,0.115
600594.SH,0.242
600587.SH,0.145
600586.SH,0.125
600584.SH,0.383
600582.SH,0.19
600580.SH,0.11
600572.SH,0.218
600566.SH,0.232
600565.SH,0.201
600563.SH,0.167
600557.SH,0.18
600551.SH,0.08
600545.SH,0.162
600537.SH,0.103
600536.SH,0.143
600528.SH,0.318
600525.SH,0.449
600521.SH,0.33
600517.SH,0.129
600516.SH,0.368
600511.SH,0.279
600503.SH,0.278
600500.SH,0.25
600499.SH,0.225
600496.SH,0.146
600487.SH,0.611
600481.SH,0.108
600478.SH,0.21
600466.SH,0.185
600460.SH,0.114
600458.SH,0.138
600435.SH,0.321
600428.SH,0.134
600426.SH,0.334
600422.SH,0.157
600418.SH,0.25
600416.SH,0.195
600410.SH,0.196
600409.SH,0.261
600395.SH,0.122
600392.SH,0.268
600388.SH,0.333
600380.SH,0.18
600366.SH,0.173
600348.SH,0.204
600338.SH,0.124
600335.SH,0.093
600329.SH,0.129
600325.SH,0.355
600316.SH,0.173
600315.SH,0.438
600312.SH,0.234
600307.SH,0.224
600300.SH,0.157
600298.SH,0.267
600292.SH,0.106
600291.SH,0.362
600289.SH,0.121
600284.SH,0.149
600282.SH,0.184
600280.SH,0.114
600277.SH,0.161
600270.SH,0.172
600267.SH,0.17
600266.SH,0.343
600260.SH,0.27
600259.SH,0.148
600251.SH,0.094
600240.SH,0.259
600220.SH,0.123
600219.SH,0.472
600216.SH,0.144
600201.SH,0.547
600200.SH,0.191
600198.SH,0.198
600195.SH,0.104
600187.SH,0.168
600184.SH,0.096
600183.SH,0.224
600176.SH,0.482
600171.SH,0.137
600169.SH,0.174
600166.SH,0.332
600161.SH,0.326
600160.SH,0.255
600158.SH,0.289
600151.SH,0.178
600143.SH,0.246
600141.SH,0.111
600138.SH,0.306
600126.SH,0.067
600125.SH,0.205
600122.SH,0.257
600120.SH,0.227
600108.SH,0.168
600098.SH,0.162
600094.SH,0.219
600086.SH,0.183
600079.SH,0.443
600073.SH,0.157
600064.SH,0.205
600062.SH,0.249
600059.SH,0.112
600058.SH,0.133
600056.SH,0.348
600053.SH,0.114
600039.SH,0.189
600026.SH,0.227
600022.SH,0.339
600017.SH,0.208
600006.SH,0.117
300383.SZ,0.295
300376.SZ,0.157
300324.SZ,0.263
300297.SZ,0.129
300296.SZ,0.384
300291.SZ,0.204
300287.SZ,0.198
300274.SZ,0.197
300273.SZ,0.168
300266.SZ,0.392
300257.SZ,0.181
300253.SZ,0.219
300244.SZ,0.258
300202.SZ,0.114
300199.SZ,0.177
300166.SZ,0.212
300159.SZ,0.247
300156.SZ,0.498
300147.SZ,0.119
300146.SZ,0.253
300136.SZ,0.789
300134.SZ,0.225
300122.SZ,0.23
300116.SZ,0.197
300115.SZ,0.396
300113.SZ,0.28
300088.SZ,0.363
300058.SZ,0.252
300055.SZ,0.279
300043.SZ,0.128
300039.SZ,0.117
300032.SZ,0.114
300026.SZ,0.213
300010.SZ,0.142
300002.SZ,0.287
300001.SZ,0.21
002818.SZ,0.044
002815.SZ,0.044
002807.SZ,0.067
002727.SZ,0.12
002709.SZ,0.168
002707.SZ,0.139
002701.SZ,0.226
002699.SZ,0.094
002690.SZ,0.13
002681.SZ,0.118
002672.SZ,0.204
002670.SZ,0.179
002665.SZ,0.213
002663.SZ,0.122
002657.SZ,0.172
002646.SZ,0.079
002642.SZ,0.2
002640.SZ,0.229
002635.SZ,0.213
002603.SZ,0.211
002601.SZ,0.25
002589.SZ,0.174
002588.SZ,0.112
002583.SZ,0.282
002573.SZ,0.302
002572.SZ,0.569
002551.SZ,0.09
002544.SZ,0.177
002517.SZ,0.19
002512.SZ,0.222
002505.SZ,0.144
002503.SZ,0.165
002491.SZ,0.255
002489.SZ,0.174
002482.SZ,0.14
002479.SZ,0.143
002477.SZ,0.209
002468.SZ,0.195
002463.SZ,0.134
002460.SZ,0.611
002444.SZ,0.21
002440.SZ,0.176
002439.SZ,0.251
002437.SZ,0.16
002431.SZ,0.228
002428.SZ,0.14
002422.SZ,0.358
002416.SZ,0.084
002414.SZ,0.086
002410.SZ,0.317
002408.SZ,0.247
002407.SZ,0.346
002405.SZ,0.445
002400.SZ,0.246
002396.SZ,0.183
002392.SZ,0.089
002390.SZ,0.223
002384.SZ,0.265
002375.SZ,0.18
002373.SZ,0.227
002371.SZ,0.11
002368.SZ,0.173
002366.SZ,0.306
002358.SZ,0.159
002354.SZ,0.243
002353.SZ,0.19
002345.SZ,0.115
